Frame;AU_02_L_x;AU_02_L_y;AU_02_L_z;AU_01_L_x;AU_01_L_y;AU_01_L_z;AU_02_R_x;AU_02_R_y;AU_02_R_z;AU_01_R_x;AU_01_R_y;AU_01_R_z;AU_06_L_x;AU_06_L_y;AU_06_L_z;AU_06_R_x;AU_06_R_y;AU_06_R_z;AU_09_L_x;AU_09_L_y;AU_09_L_z;AU_09_R_x;AU_09_R_y;AU_09_R_z;AU_11_L_x;AU_11_L_y;AU_11_L_z;AU_11_R_x;AU_11_R_y;AU_11_R_z;AU_12_L_x;AU_12_L_y;AU_12_L_z;AU_10_L_x;AU_10_L_y;AU_10_L_z;AU_12_R_x;AU_12_R_y;AU_12_R_z;AU_10_R_x;AU_10_R_y;AU_10_R_z;AU_08_x;AU_08_y;AU_08_z;AU_16_x;AU_16_y;AU_16_z;Stimulustype
1365;-0.26981815695762634;0.3551788926124573;-0.18690109252929688;-0.08742746710777283;0.3251733183860779;-0.10457086563110352;0.29444530606269836;0.3244516849517822;-0.2178022861480713;0.09327100962400436;0.3198190927505493;-0.11651849746704102;-0.23253564536571503;0.02368396520614624;-0.18216991424560547;0.2282053381204605;0.03220677375793457;-0.19862008094787598;-0.10404142737388611;0.05217134952545166;-0.13913989067077637;0.11314191669225693;0.048484206199645996;-0.16292357444763184;-0.14329484105110168;-0.07608580589294434;-0.1380622386932373;0.14142994582653046;-0.062070608139038086;-0.15685176849365234;-0.23366546630859375;-0.21327590942382812;-0.1642744541168213;-0.14307725429534912;-0.20264112949371338;-0.11176776885986328;0.22731348872184753;-0.20141971111297607;-0.19273757934570312;0.14240221679210663;-0.1891782283782959;-0.13326215744018555;0.0018965681083500385;-0.17658162117004395;-0.07011055946350098;-0.0012870202772319317;-0.31866419315338135;-0.09341740608215332;posed_happy
1366;-0.2693478465080261;0.35421156883239746;-0.18661832809448242;-0.0873948261141777;0.32504016160964966;-0.10456252098083496;0.294455349445343;0.32342100143432617;-0.21802496910095215;0.09360169619321823;0.3192909359931946;-0.11679434776306152;-0.23231185972690582;0.023023128509521484;-0.18181395530700684;0.22831469774246216;0.03139948844909668;-0.19821763038635254;-0.10375609993934631;0.051709890365600586;-0.13846659660339355;0.11308980733156204;0.04827243089675903;-0.1627800464630127;-0.1429147720336914;-0.07652688026428223;-0.1375124454498291;0.14032836258411407;-0.0630754828453064;-0.15632271766662598;-0.23306742310523987;-0.2142012119293213;-0.16413331031799316;-0.14240920543670654;-0.20289742946624756;-0.11145591735839844;0.22679080069065094;-0.20280301570892334;-0.19296026229858398;0.14192301034927368;-0.19022595882415771;-0.13292384147644043;0.0015829079784452915;-0.1774200201034546;-0.06988763809204102;-0.001070456113666296;-0.3194417953491211;-0.09361910820007324;posed_happy
1367;-0.2689603567123413;0.35374224185943604;-0.186354398727417;-0.08689871430397034;0.32448095083236694;-0.10456132888793945;0.2942986786365509;0.32227790355682373;-0.21808266639709473;0.09342624992132187;0.3191397190093994;-0.11678552627563477;-0.23231194913387299;0.022742807865142822;-0.1817011833190918;0.22860640287399292;0.030929386615753174;-0.19807791709899902;-0.10353866219520569;0.05193126201629639;-0.13828563690185547;0.113074392080307;0.04787588119506836;-0.16256189346313477;-0.14252333343029022;-0.07647597789764404;-0.1370992660522461;0.14049598574638367;-0.06310826539993286;-0.15638399124145508;-0.23276086151599884;-0.21423935890197754;-0.16390204429626465;-0.1422690898180008;-0.20299255847930908;-0.1113901138305664;0.22600120306015015;-0.20295166969299316;-0.19234824180603027;0.1413688212633133;-0.1904296875;-0.1325697898864746;0.0012376350350677967;-0.1775144338607788;-0.06980729103088379;-0.0014426163397729397;-0.3196723461151123;-0.09371495246887207;posed_happy
1368;-0.2682451605796814;0.3536938428878784;-0.1857907772064209;-0.08660818636417389;0.32506537437438965;-0.10448169708251953;0.2940080463886261;0.32230377197265625;-0.21774768829345703;0.09354282170534134;0.31970834732055664;-0.11664104461669922;-0.23203861713409424;0.022911667823791504;-0.18166065216064453;0.2287721335887909;0.03127974271774292;-0.19834136962890625;-0.10326376557350159;0.05244934558868408;-0.1381969451904297;0.11352378129959106;0.0482712984085083;-0.1630537509918213;-0.1421360969543457;-0.07594180107116699;-0.13680124282836914;0.1406932771205902;-0.062448084354400635;-0.15652751922607422;-0.23161180317401886;-0.2143862247467041;-0.16303753852844238;-0.14170634746551514;-0.20271968841552734;-0.11112737655639648;0.22623057663440704;-0.20279419422149658;-0.19247007369995117;0.14120599627494812;-0.18975615501403809;-0.1325242519378662;0.0017320611514151096;-0.1768054962158203;-0.07003617286682129;-0.0007267944165505469;-0.3188638687133789;-0.09342837333679199;posed_happy
1369;-0.2684459090232849;0.3534952402114868;-0.18596911430358887;-0.0867656022310257;0.3248019814491272;-0.10448789596557617;0.29382866621017456;0.3219299912452698;-0.2176206111907959;0.0933949276804924;0.3193168640136719;-0.11671900749206543;-0.23219460248947144;0.022408246994018555;-0.1815195083618164;0.2287454456090927;0.03080153465270996;-0.19806504249572754;-0.10363061726093292;0.05204862356185913;-0.13848495483398438;0.11347983032464981;0.047942936420440674;-0.16285300254821777;-0.14232191443443298;-0.0763552188873291;-0.1369009017944336;0.14093510806560516;-0.0627824068069458;-0.1565871238708496;-0.23133917152881622;-0.2148832082748413;-0.16300034523010254;-0.14148937165737152;-0.20302093029022217;-0.11102628707885742;0.2255222648382187;-0.20376920700073242;-0.19232749938964844;0.1405060738325119;-0.19013690948486328;-0.13206720352172852;0.0014015198685228825;-0.176613450050354;-0.07001590728759766;-0.0008220892050303519;-0.3194997310638428;-0.09361553192138672;posed_happy
1370;-0.26818782091140747;0.3532780408859253;-0.18578457832336426;-0.08691558986902237;0.32494986057281494;-0.10450911521911621;0.2936742901802063;0.3218216300010681;-0.2174677848815918;0.09375641494989395;0.3193775415420532;-0.11681628227233887;-0.23234489560127258;0.022100627422332764;-0.18145465850830078;0.228928804397583;0.030690789222717285;-0.19807982444763184;-0.10341358184814453;0.051817476749420166;-0.13804268836975098;0.11367344111204147;0.04785054922103882;-0.16292715072631836;-0.1417730748653412;-0.07599151134490967;-0.13637971878051758;0.1408594399690628;-0.06275367736816406;-0.15656113624572754;-0.2310197353363037;-0.21540486812591553;-0.1629352569580078;-0.14091742038726807;-0.2031407356262207;-0.11075878143310547;0.22539299726486206;-0.20447206497192383;-0.1925501823425293;0.14050713181495667;-0.1898350715637207;-0.13209223747253418;0.0014891051687300205;-0.1767568588256836;-0.07000350952148438;0.00016342889284715056;-0.3196295499801636;-0.0936422348022461;posed_happy
1371;-0.26782524585723877;0.3534281849861145;-0.18548202514648438;-0.08620674908161163;0.3253217935562134;-0.10444998741149902;0.29386964440345764;0.32213687896728516;-0.21762442588806152;0.0939900279045105;0.31986385583877563;-0.11673569679260254;-0.23189805448055267;0.0223349928855896;-0.18137216567993164;0.22907964885234833;0.030584394931793213;-0.19808340072631836;-0.10333698987960815;0.052248239517211914;-0.1381840705871582;0.11413109302520752;0.0482020378112793;-0.16340136528015137;-0.14146459102630615;-0.0756528377532959;-0.13612771034240723;0.14064741134643555;-0.062151193618774414;-0.1565399169921875;-0.2301064133644104;-0.21530413627624512;-0.1621689796447754;-0.14019617438316345;-0.20256757736206055;-0.11042213439941406;0.2249181568622589;-0.20492947101593018;-0.19235754013061523;0.14016976952552795;-0.18928325176239014;-0.13193106651306152;0.0019902479834854603;-0.17593908309936523;-0.07025504112243652;0.00014481734251603484;-0.31952202320098877;-0.09360980987548828;posed_happy
1372;-0.26809602975845337;0.35356271266937256;-0.1856846809387207;-0.08680418878793716;0.3257129192352295;-0.10452556610107422;0.2933788299560547;0.32200682163238525;-0.21709346771240234;0.09355546534061432;0.319959819316864;-0.11656522750854492;-0.23190826177597046;0.022213220596313477;-0.18132710456848145;0.22960864007472992;0.0307198166847229;-0.1983778476715088;-0.10314613580703735;0.052272915840148926;-0.13792681694030762;0.11361393332481384;0.04850661754608154;-0.16323423385620117;-0.14139831066131592;-0.07576453685760498;-0.13602209091186523;0.1407456398010254;-0.06163477897644043;-0.1566312313079834;-0.23019927740097046;-0.2153329849243164;-0.16225361824035645;-0.14013461768627167;-0.20283401012420654;-0.11039376258850098;0.22431540489196777;-0.2054917812347412;-0.19210505485534668;0.1400732398033142;-0.1890418529510498;-0.13189077377319336;0.0021616523154079914;-0.1756744384765625;-0.07033872604370117;3.91885987482965e-05;-0.3198864459991455;-0.09367227554321289;posed_happy
1373;-0.2681680917739868;0.3529548645019531;-0.18579912185668945;-0.08653019368648529;0.32520246505737305;-0.10447907447814941;0.2932222783565521;0.32172584533691406;-0.21697402000427246;0.09324141591787338;0.3195095658302307;-0.1166079044342041;-0.23234888911247253;0.021653354167938232;-0.1812763214111328;0.22912587225437164;0.030411243438720703;-0.19800662994384766;-0.10384161025285721;0.0519331693649292;-0.1387178897857666;0.1133958175778389;0.04823887348175049;-0.16295599937438965;-0.1410946249961853;-0.07575535774230957;-0.1356830596923828;0.1399667114019394;-0.0617905855178833;-0.15631389617919922;-0.22965961694717407;-0.21626734733581543;-0.16218233108520508;-0.13948644697666168;-0.20297813415527344;-0.11009049415588379;0.22364863753318787;-0.20571517944335938;-0.1916365623474121;0.13937918841838837;-0.18929517269134521;-0.13144826889038086;0.0020317514427006245;-0.17606127262115479;-0.07023763656616211;-0.0001273225643672049;-0.3203592300415039;-0.09380149841308594;posed_happy
1374;-0.2681293785572052;0.35306787490844727;-0.18575763702392578;-0.08664058148860931;0.3254086971282959;-0.10449767112731934;0.2934333384037018;0.321704626083374;-0.21721768379211426;0.09321713447570801;0.31970036029815674;-0.11653923988342285;-0.23243533074855804;0.021374762058258057;-0.1811981201171875;0.22889794409275055;0.030413687229156494;-0.19791316986083984;-0.1036730706691742;0.05203890800476074;-0.13854002952575684;0.11331602185964584;0.04809600114822388;-0.16283059120178223;-0.14132139086723328;-0.07584965229034424;-0.13591241836547852;0.1395597606897354;-0.06178545951843262;-0.15615630149841309;-0.22932080924510956;-0.21705222129821777;-0.16224074363708496;-0.13904371857643127;-0.20324385166168213;-0.10988354682922363;0.22315910458564758;-0.20626723766326904;-0.19147682189941406;0.13933265209197998;-0.18950867652893066;-0.13140296936035156;0.001917193178087473;-0.17622160911560059;-0.07018589973449707;-0.0008496004738844931;-0.32115697860717773;-0.0940854549407959;posed_happy
1375;-0.26781928539276123;0.35297298431396484;-0.18552041053771973;-0.08621985465288162;0.3251875042915344;-0.1044461727142334;0.2937987446784973;0.3215569257736206;-0.21766352653503418;0.09354948997497559;0.31964027881622314;-0.11666512489318848;-0.2315887212753296;0.02110832929611206;-0.18076252937316895;0.22908589243888855;0.02988356351852417;-0.19769716262817383;-0.10327591747045517;0.051650822162628174;-0.13774943351745605;0.11362895369529724;0.04793834686279297;-0.16294550895690918;-0.14078804850578308;-0.07644546031951904;-0.13531255722045898;0.13920006155967712;-0.06236213445663452;-0.1559581756591797;-0.2282153069972992;-0.2185884714126587;-0.16200494766235352;-0.13852684199810028;-0.20432829856872559;-0.10964107513427734;0.2235935479402542;-0.20679128170013428;-0.19209933280944824;0.13907064497470856;-0.18989598751068115;-0.1312122344970703;0.0021814280189573765;-0.17661714553833008;-0.07015419006347656;-0.0005444358685053885;-0.32193732261657715;-0.09428167343139648;posed_happy
1376;-0.2676906883716583;0.3528754711151123;-0.18542742729187012;-0.08626240491867065;0.32499879598617554;-0.10444355010986328;0.2934607267379761;0.3217414617538452;-0.2172412872314453;0.0935351625084877;0.31948405504226685;-0.11671066284179688;-0.23163391649723053;0.02045649290084839;-0.18052434921264648;0.2291550487279892;0.029202938079833984;-0.19735002517700195;-0.10335610806941986;0.051459670066833496;-0.13775300979614258;0.1136280819773674;0.04765427112579346;-0.1627957820892334;-0.14017516374588013;-0.07682061195373535;-0.13465213775634766;0.13879159092903137;-0.06252014636993408;-0.15578389167785645;-0.22744925320148468;-0.22042632102966309;-0.16216301918029785;-0.1376863420009613;-0.20515871047973633;-0.10924720764160156;0.22279512882232666;-0.20782470703125;-0.19190263748168945;0.1387985348701477;-0.1900951862335205;-0.13103079795837402;0.0022923280484974384;-0.1768665313720703;-0.07012462615966797;-0.0002715117880143225;-0.32240593433380127;-0.0943903923034668;posed_happy
1377;-0.2677444815635681;0.35282909870147705;-0.18547439575195312;-0.0863829255104065;0.32542991638183594;-0.10447168350219727;0.29368311166763306;0.3219168782234192;-0.21745777130126953;0.09359768033027649;0.3196869492530823;-0.11666584014892578;-0.23117637634277344;0.0198974609375;-0.18015122413635254;0.2292182296514511;0.029089808464050293;-0.19731640815734863;-0.10314153879880905;0.051525115966796875;-0.13748574256896973;0.11371967941522598;0.04759371280670166;-0.16282081604003906;-0.1393493115901947;-0.07732927799224854;-0.13376235961914062;0.1383390873670578;-0.06278252601623535;-0.15558242797851562;-0.22526933252811432;-0.22226285934448242;-0.16120195388793945;-0.13602828979492188;-0.20579981803894043;-0.10847210884094238;0.22294630110263824;-0.2082681655883789;-0.19224953651428223;0.1384986937046051;-0.19032084941864014;-0.1308300495147705;0.002814397681504488;-0.17718052864074707;-0.07015514373779297;0.0009217732003889978;-0.322914719581604;-0.09472942352294922;posed_happy
1378;-0.2679755389690399;0.3527134656906128;-0.1856682300567627;-0.08665668964385986;0.3250305652618408;-0.10448551177978516;0.29356127977371216;0.3222966194152832;-0.2172408103942871;0.09322132915258408;0.3198462128639221;-0.11649441719055176;-0.23111414909362793;0.019125938415527344;-0.17983031272888184;0.2290888875722885;0.02868098020553589;-0.19704031944274902;-0.10330329835414886;0.051369547843933105;-0.13762497901916504;0.11345373094081879;0.04757726192474365;-0.162644624710083;-0.13839328289031982;-0.0776665210723877;-0.1327517032623291;0.13821731507778168;-0.06329691410064697;-0.15548276901245117;-0.22494696080684662;-0.2235645055770874;-0.16148877143859863;-0.13582901656627655;-0.2067561149597168;-0.10837817192077637;0.22285322844982147;-0.2087949514389038;-0.1924278736114502;0.1384143978357315;-0.1903841495513916;-0.13077402114868164;0.003051264677196741;-0.17723548412322998;-0.07018637657165527;0.002099177334457636;-0.3232520818710327;-0.09519433975219727;posed_happy
1379;-0.2682417333126068;0.35303550958633423;-0.18584942817687988;-0.08686560392379761;0.3254045844078064;-0.10452055931091309;0.2934073209762573;0.32188892364501953;-0.21715044975280762;0.0929626002907753;0.3196578025817871;-0.1164705753326416;-0.23092301189899445;0.018505394458770752;-0.17952394485473633;0.2288416475057602;0.028523504734039307;-0.19684910774230957;-0.10329534113407135;0.05125623941421509;-0.13754796981811523;0.11305224895477295;0.04755347967147827;-0.16237807273864746;-0.1382586658000946;-0.07812356948852539;-0.13257813453674316;0.138146311044693;-0.06335586309432983;-0.15544891357421875;-0.22439856827259064;-0.22456121444702148;-0.1614694595336914;-0.13524004817008972;-0.20724105834960938;-0.10810256004333496;0.22229328751564026;-0.20915138721466064;-0.192122220993042;0.13796007633209229;-0.19068098068237305;-0.13049960136413574;0.003322937060147524;-0.1771399974822998;-0.07025432586669922;0.002930161077529192;-0.3234829902648926;-0.0955209732055664;posed_happy
1380;-0.2677884101867676;0.35274314880371094;-0.1855177879333496;-0.08653867244720459;0.32510751485824585;-0.1044759750366211;0.2930435538291931;0.3219965696334839;-0.21671485900878906;0.09296265244483948;0.31949979066848755;-0.11652135848999023;-0.23054836690425873;0.017902016639709473;-0.17916154861450195;0.2283903956413269;0.028063416481018066;-0.1964094638824463;-0.10345375537872314;0.05091744661331177;-0.13757610321044922;0.11294195055961609;0.04696857929229736;-0.1620008945465088;-0.13757823407649994;-0.07863152027130127;-0.13183879852294922;0.13757535815238953;-0.06401115655899048;-0.15516066551208496;-0.22377392649650574;-0.22568023204803467;-0.16144061088562012;-0.1343090981245041;-0.2076430320739746;-0.10766768455505371;0.2222944051027298;-0.20988118648529053;-0.19248080253601074;0.1375160664319992;-0.1912153959274292;-0.1303112506866455;0.0037869983352720737;-0.17742633819580078;-0.07028007507324219;0.003718989435583353;-0.3242793083190918;-0.09598803520202637;posed_happy
1381;-0.2677001357078552;0.3529475927352905;-0.18542814254760742;-0.08636487275362015;0.32487577199935913;-0.10444951057434082;0.293347030878067;0.3215322494506836;-0.21715521812438965;0.09297877550125122;0.3193979263305664;-0.11655902862548828;-0.23039133846759796;0.017478764057159424;-0.17894339561462402;0.22820740938186646;0.027458488941192627;-0.19600439071655273;-0.10344196856021881;0.05066823959350586;-0.13741445541381836;0.11290618032217026;0.046848297119140625;-0.16191530227661133;-0.13735516369342804;-0.07883572578430176;-0.1315927505493164;0.13683992624282837;-0.06498467922210693;-0.15477705001831055;-0.22264236211776733;-0.22700858116149902;-0.16109752655029297;-0.13404352962970734;-0.20790839195251465;-0.10754251480102539;0.2222350835800171;-0.21089935302734375;-0.19292855262756348;0.1372370719909668;-0.19200491905212402;-0.1302473545074463;0.0031050541438162327;-0.17753589153289795;-0.07013654708862305;0.004568787757307291;-0.3248412609100342;-0.09641003608703613;posed_fear
1382;-0.2669801712036133;0.3540492653846741;-0.1847529411315918;-0.0859968289732933;0.32596147060394287;-0.10445094108581543;0.2926943898200989;0.3222278952598572;-0.21627116203308105;0.09278684109449387;0.3202780485153198;-0.11621546745300293;-0.23037172853946686;0.017436504364013672;-0.17892074584960938;0.22769571840763092;0.027129709720611572;-0.19560885429382324;-0.10341285914182663;0.05090826749801636;-0.1375124454498291;0.11194783449172974;0.04711151123046875;-0.16144800186157227;-0.13760998845100403;-0.07880532741546631;-0.13185858726501465;0.13624675571918488;-0.06503796577453613;-0.1545417308807373;-0.22215916216373444;-0.22750389575958252;-0.16092157363891602;-0.13396447896957397;-0.20773673057556152;-0.10750627517700195;0.2217736542224884;-0.21120476722717285;-0.19268226623535156;0.13711415231227875;-0.19167160987854004;-0.13013744354248047;0.002647663000971079;-0.17718422412872314;-0.07012462615966797;0.004745107609778643;-0.32511091232299805;-0.09653925895690918;posed_fear
1383;-0.2673177719116211;0.35607850551605225;-0.184830904006958;-0.085578054189682;0.3266058564186096;-0.10443115234375;0.292961061000824;0.3231806755065918;-0.21637773513793945;0.09281796216964722;0.3212568163871765;-0.11591267585754395;-0.23022383451461792;0.01710343360900879;-0.1787407398223877;0.2272835373878479;0.026917338371276855;-0.19531893730163574;-0.10376080870628357;0.05110996961593628;-0.1381244659423828;0.11212871968746185;0.047035932540893555;-0.16152262687683105;-0.13747158646583557;-0.07895350456237793;-0.13170480728149414;0.1355472207069397;-0.06564188003540039;-0.15420913696289062;-0.22140571475028992;-0.22834742069244385;-0.1606764793395996;-0.13399472832679749;-0.20788860321044922;-0.10752010345458984;0.2210484743118286;-0.21207082271575928;-0.19248533248901367;0.1362876296043396;-0.19185280799865723;-0.12968873977661133;0.002430316526442766;-0.17711377143859863;-0.0700993537902832;0.004873037803918123;-0.325311541557312;-0.0966343879699707;posed_fear
1384;-0.26734304428100586;0.3598095774650574;-0.18510770797729492;-0.08621304482221603;0.32809215784072876;-0.10455155372619629;0.293222576379776;0.32597815990448;-0.2161855697631836;0.09296214580535889;0.3226182460784912;-0.1155242919921875;-0.230309396982193;0.017018496990203857;-0.17873716354370117;0.22700539231300354;0.02636432647705078;-0.1949014663696289;-0.10350790619850159;0.05158889293670654;-0.13804340362548828;0.11178921908140182;0.04717850685119629;-0.16138315200805664;-0.13727548718452454;-0.07868027687072754;-0.13152289390563965;0.13453015685081482;-0.06586980819702148;-0.1537923812866211;-0.22071439027786255;-0.2298276424407959;-0.16074490547180176;-0.13336394727230072;-0.20822477340698242;-0.10722517967224121;0.22032710909843445;-0.21340644359588623;-0.1925203800201416;0.13544055819511414;-0.19220173358917236;-0.12924885749816895;0.0021037948317825794;-0.1765497922897339;-0.07015371322631836;0.005084172356873751;-0.32570409774780273;-0.09680795669555664;posed_fear
1385;-0.2680661380290985;0.3620147705078125;-0.18604636192321777;-0.08614926785230637;0.3284052610397339;-0.10455632209777832;0.2937396764755249;0.3290402889251709;-0.21725964546203613;0.09318896383047104;0.32360541820526123;-0.11528182029724121;-0.23004454374313354;0.015979766845703125;-0.17824316024780273;0.22635775804519653;0.025142312049865723;-0.19396662712097168;-0.10378534346818924;0.05126380920410156;-0.13824844360351562;0.1113315299153328;0.04686450958251953;-0.16092896461486816;-0.13700337707996368;-0.0795602798461914;-0.13114643096923828;0.13424904644489288;-0.0671839714050293;-0.1535496711730957;-0.21978996694087982;-0.23253583908081055;-0.16113972663879395;-0.13312044739723206;-0.20937561988830566;-0.10711050033569336;0.21979399025440216;-0.2165924310684204;-0.19362354278564453;0.1341046839952469;-0.19315171241760254;-0.1286025047302246;0.001413645688444376;-0.17684996128082275;-0.06997132301330566;0.0047215488739311695;-0.3261263370513916;-0.09680819511413574;posed_fear
1386;-0.26784226298332214;0.3628664016723633;-0.1860065460205078;-0.08627849817276001;0.3284730911254883;-0.10457158088684082;0.293747216463089;0.3308370113372803;-0.21750998497009277;0.09315058588981628;0.32378458976745605;-0.11521244049072266;-0.2297740876674652;0.015157341957092285;-0.17784500122070312;0.2255462408065796;0.023818612098693848;-0.19290614128112793;-0.103990338742733;0.0510861873626709;-0.13843631744384766;0.11069278419017792;0.0463634729385376;-0.16033697128295898;-0.1367982029914856;-0.07994890213012695;-0.13081145286560059;0.13307803869247437;-0.06819939613342285;-0.15299248695373535;-0.21907490491867065;-0.23453474044799805;-0.16140532493591309;-0.13306085765361786;-0.20984160900115967;-0.10708236694335938;0.2187786102294922;-0.2192016839981079;-0.1940310001373291;0.1329195350408554;-0.19370293617248535;-0.12799453735351562;0.00034530129050835967;-0.17697858810424805;-0.06975531578063965;0.004602797795087099;-0.326519250869751;-0.09687685966491699;posed_fear
1387;-0.2680944502353668;0.3627251982688904;-0.18618512153625488;-0.08620418608188629;0.32843083143234253;-0.10456228256225586;0.2934606969356537;0.33235329389572144;-0.21734619140625;0.09276493638753891;0.32389456033706665;-0.11505270004272461;-0.23012742400169373;0.015078902244567871;-0.1779336929321289;0.22482556104660034;0.023145973682403564;-0.19223618507385254;-0.10442069172859192;0.0510483980178833;-0.13902544975280762;0.10993367433547974;0.04647469520568848;-0.15994811058044434;-0.13692770898342133;-0.08037006855010986;-0.1307988166809082;0.13127747178077698;-0.06874382495880127;-0.15223932266235352;-0.21902573108673096;-0.23588156700134277;-0.16192936897277832;-0.13336575031280518;-0.2101689577102661;-0.10723686218261719;0.21707069873809814;-0.2209160327911377;-0.19338059425354004;0.1314247101545334;-0.19432103633880615;-0.12721776962280273;-0.0003430578508414328;-0.1768205165863037;-0.06966328620910645;0.0037719612009823322;-0.3267037868499756;-0.09666323661804199;posed_fear
1388;-0.2675604224205017;0.36231446266174316;-0.18569111824035645;-0.08570334315299988;0.32824909687042236;-0.10450363159179688;0.293392151594162;0.3332626223564148;-0.21738076210021973;0.09283026307821274;0.32392746210098267;-0.11506366729736328;-0.22971859574317932;0.014721155166625977;-0.17767596244812012;0.22450439631938934;0.022764205932617188;-0.19189238548278809;-0.10405656695365906;0.051402390003204346;-0.13871407508850098;0.10961371660232544;0.046552062034606934;-0.15979313850402832;-0.13632027804851532;-0.08001899719238281;-0.13031291961669922;0.13117878139019012;-0.0689312219619751;-0.15218138694763184;-0.21813558042049408;-0.23617148399353027;-0.16136479377746582;-0.13277336955070496;-0.21031951904296875;-0.1069490909576416;0.21661292016506195;-0.22198426723480225;-0.19349169731140137;0.13133423030376434;-0.1946331262588501;-0.12720465660095215;-0.00023418624186888337;-0.17662835121154785;-0.06972098350524902;0.004049038980156183;-0.3264404535293579;-0.0966796875;posed_fear
1389;-0.2669956386089325;0.3616066575050354;-0.18512368202209473;-0.0852983221411705;0.3268469572067261;-0.10441136360168457;0.29273131489753723;0.33335596323013306;-0.21655750274658203;0.09241483360528946;0.3234894275665283;-0.11506962776184082;-0.2295907437801361;0.014719724655151367;-0.17763280868530273;0.22419464588165283;0.02233600616455078;-0.1915299892425537;-0.10396558791399002;0.051541268825531006;-0.13866615295410156;0.10969443619251251;0.046437740325927734;-0.1598043441772461;-0.1360340416431427;-0.07966279983520508;-0.13014817237854004;0.130977064371109;-0.06913173198699951;-0.1520833969116211;-0.21723343431949615;-0.23665952682495117;-0.16102933883666992;-0.13263435661792755;-0.2100849151611328;-0.10688209533691406;0.21586310863494873;-0.22289657592773438;-0.1932811737060547;0.13105742633342743;-0.19461095333099365;-0.127044677734375;-0.0004680953570641577;-0.17657756805419922;-0.06968975067138672;0.003953529987484217;-0.32694101333618164;-0.09678530693054199;posed_fear
1390;-0.2663772404193878;0.3615787625312805;-0.18462491035461426;-0.08499728888273239;0.32717639207839966;-0.10439205169677734;0.29265350103378296;0.33386939764022827;-0.21654295921325684;0.09211073070764542;0.32341456413269043;-0.11499524116516113;-0.22960160672664642;0.01494365930557251;-0.17771387100219727;0.2235890030860901;0.0224800705909729;-0.19134902954101562;-0.10431122034788132;0.05158829689025879;-0.13918423652648926;0.10933009535074234;0.04663956165313721;-0.15966153144836426;-0.13614000380039215;-0.07963418960571289;-0.130263090133667;0.12967346608638763;-0.06949520111083984;-0.15154194831848145;-0.21728229522705078;-0.23613548278808594;-0.16080427169799805;-0.1325860619544983;-0.21012532711029053;-0.10686016082763672;0.21445515751838684;-0.223777174949646;-0.19249534606933594;0.13018591701984406;-0.19493794441223145;-0.1265876293182373;-0.0007971744635142386;-0.17639517784118652;-0.06966710090637207;0.003807398024946451;-0.3271670341491699;-0.0968008041381836;posed_fear
1391;-0.2659350335597992;0.36216986179351807;-0.18436741828918457;-0.08455811440944672;0.3266172409057617;-0.10432648658752441;0.29246097803115845;0.33488231897354126;-0.21646714210510254;0.09221349656581879;0.3238857388496399;-0.11487793922424316;-0.22934061288833618;0.014774799346923828;-0.17756962776184082;0.22373725473880768;0.022424042224884033;-0.19138240814208984;-0.1040860265493393;0.05220651626586914;-0.13922834396362305;0.10951051115989685;0.0469818115234375;-0.15986037254333496;-0.13575997948646545;-0.07914900779724121;-0.12992453575134277;0.12990044057369232;-0.0695568323135376;-0.15162372589111328;-0.2155815064907074;-0.23619985580444336;-0.15975356101989746;-0.13232095539569855;-0.2101747989654541;-0.10673356056213379;0.21422842144966125;-0.22378623485565186;-0.1923069953918457;0.13029086589813232;-0.1950216293334961;-0.12665700912475586;-0.0008936147787608206;-0.175958514213562;-0.06973648071289062;0.0037563429214060307;-0.3277071714401245;-0.09693098068237305;posed_fear
1392;-0.2654299736022949;0.36265861988067627;-0.18404340744018555;-0.08401583880186081;0.3264710307121277;-0.1042642593383789;0.2922215461730957;0.33568090200424194;-0.21629858016967773;0.09199147671461105;0.3239377737045288;-0.11478948593139648;-0.22910353541374207;0.014815568923950195;-0.1775052547454834;0.22348344326019287;0.02225029468536377;-0.19117999076843262;-0.10400614887475967;0.05273890495300293;-0.1395258903503418;0.1093534529209137;0.047308385372161865;-0.1599116325378418;-0.13531263172626495;-0.07856988906860352;-0.12950730323791504;0.12940804660320282;-0.06914055347442627;-0.1514747142791748;-0.21496734023094177;-0.2362070083618164;-0.15936684608459473;-0.1315840631723404;-0.20988976955413818;-0.10635709762573242;0.21233198046684265;-0.2245703935623169;-0.1910572052001953;0.13014432787895203;-0.19485187530517578;-0.12655305862426758;-0.0008646841743029654;-0.17502093315124512;-0.06992793083190918;0.003541851881891489;-0.32889318466186523;-0.09718561172485352;posed_fear
